Sexo,Edad,REdad,EstCiv,ZONA,Region,Prov,Dis,TVidaAño,Ingreso,T_Plazo,T_Micro,T_Convenios,T_TC,T_EI,Deu_TOTAL_SBS,Deu_Emp_SBS,Deu_Pequ_SBS,Deu_Micr_SBS,Deu_ConR_SBS,Deu_ConN_SBS,Deu_Hipo_SBS,Lin_TCre_SBS,Deu_TCre_SBS,Deu_Conv_SBS,Deu_PLD_SBS,Deu_Vehi_SBS,Deu_Otro_SBS,Deu_HipTrad_SBS,Deu_MiViv_SBS
Femenino,51.0,[50 - 55>,Soltero,ZONA NORTE,PIURA,PIURA,CATACAOS,0.23013698630136986,651.84,0.0,0.0,1.0,1.0,0.0,2473.744433,,,,,2473.744433,,892.583076,,2398.081534,,,75.662898,,
Femenino,49.0,[45 - 50>,Soltero,ZONA NORTE,LA LIBERTAD,CHEPEN,CHEPEN,0.23013698630136986,1204.33,0.0,0.0,1.0,0.0,0.0,16737.064063,,,,1660.924974,15076.139088,,3146.282973,1660.924974,15076.139088,,,,,
Femenino,46.0,[45 - 50>,Casado,ZONA SUR,ICA,ICA,PARCONA,0.23013698630136986,1002.64,0.0,0.0,0.0,0.0,0.0,411.041452,,,411.041452,,,,,,,,,,,
Femenino,53.0,[50 - 55>,Soltero,ZONA SUR,ICA,ICA,PACHACUTEC,0.23013698630136986,1547.12,0.0,0.0,0.0,0.0,0.0,681.867077,,,,681.867077,,,6914.491264,681.867077,,,,,,
Femenino,32.0,[30 - 35>,Casado,ZONA 10,CALLAO,CALLAO,CALLAO,0.23013698630136986,1459.97,0.0,0.0,0.0,0.0,0.0,4842.096608,,,,2184.128126,2657.968482,,1712.915381,1670.236382,513.891743,2657.968482,,,,
Masculino,46.0,[45 - 50>,Soltero,ZONA 1,LIMA,LIMA,CARABAYLLO,0.23013698630136986,1122.16,0.0,1.0,0.0,0.0,0.0,2790.239808,,,2790.239808,,,,,,,,,,,
Femenino,34.0,[30 - 35>,Soltero,ZONA 6,LIMA,LIMA,MAGDALENA DEL MAR,0.23013698630136986,2710.5,0.0,0.0,0.0,0.0,0.0,85425.385405,,,,,,85425.385405,,,,,,,85425.385405,
Masculino,35.0,[35 - 40>,Casado,ZONA 7,LIMA,LIMA,SAN ISIDRO,0.2273972602739726,2819.74,0.0,0.0,0.0,0.0,0.0,1781.055155,,,,1781.055155,,,27705.035971,1781.055155,,,,,,
Femenino,56.0,[55 - 60>,Viudo,ZONA NORTE,CAJAMARCA,CAJAMARCA,CAJAMARCA,0.2273972602739726,1083.98,0.0,0.0,1.0,0.0,0.0,3487.87941,,,,41.493662,3446.385748,,822.199383,41.493662,3446.385748,,,,,
Masculino,46.0,[45 - 50>,Soltero,ZONA CENTRO,JUNIN,HUANCAYO,PILCOMAYO,0.2273972602739726,1109.71,0.0,0.0,1.0,0.0,0.0,8478.93114,,,,,8478.93114,,308.324768,,8478.93114,,,,,
Masculino,32.0,[30 - 35>,Casado,ZONA SUR,AREQUIPA,AREQUIPA,CAYMA,0.2273972602739726,1653.6,0.0,0.0,0.0,0.0,0.0,30122.401507,,,,1.747173,3647.992463,26472.66187,822.199383,1.747173,,3647.992463,,,,26472.66187
Femenino,53.0,[50 - 55>,Casado,ZONA 2,LIMA,LIMA,SAN MARTIN DE PORRES,0.2273972602739726,1601.07,0.0,0.0,1.0,0.0,0.0,11701.593011,,,,1463.898595,10237.694415,,1712.915381,1463.898595,9592.326139,645.368276,,,,
Masculino,44.0,[40 - 45>,Soltero,ZONA 8,LIMA,LIMA,BARRANCO,0.2273972602739726,2098.24,0.0,0.0,0.0,0.0,0.0,46536.443987,,,,,3308.97225,43227.471736,,,,3308.97225,,,43227.471736,
Femenino,30.0,[30 - 35>,Soltero,ZONA 9,LIMA,LIMA,VILLA EL SALVADOR,0.2273972602739726,1313.89,0.0,0.0,0.0,0.0,0.0,24.672833,,,,24.672833,,,2774.922918,24.672833,,,,,,
Masculino,30.0,[30 - 35>,Soltero,ZONA SUR,CUSCO,CUSCO,SANTIAGO,0.22465753424657534,1182.75,0.0,1.0,0.0,0.0,0.0,1306.985268,,,1306.985268,,,,,,,,,,,
Femenino,32.0,[30 - 35>,Conviviente,ZONA 9,LIMA,LIMA,VILLA EL SALVADOR,0.22465753424657534,1599.41,0.0,1.0,0.0,0.0,0.0,8634.909215,,,8634.909215,,,,,,,,,,,
Masculino,50.0,[50 - 55>,Casado,ZONA 4,LIMA,LIMA,LA VICTORIA,0.2191780821917808,1339.62,0.0,0.0,0.0,0.0,0.0,1422.66187,,,,1422.66187,,,2004.110996,1422.66187,,,,,,
Masculino,58.0,[55 - 60>,Soltero,NO REGISTRA,NO REGISTRA,NO REGISTRA,NO REGISTRA,0.2191780821917808,1154.53,0.0,0.0,1.0,0.0,0.0,6730.27064,,,40.770811,,6689.499828,,,,5138.746145,1550.753682,,,,
Femenino,44.0,[40 - 45>,Soltero,ZONA NORTE,PIURA,SULLANA,SULLANA,0.2191780821917808,1117.18,0.0,0.0,1.0,0.0,0.0,4790.513874,,,,1022.100034,3768.41384,,,1022.100034,3768.41384,,,,,
Masculino,32.0,[30 - 35>,Conviviente,ZONA 7,LIMA,LIMA,SANTIAGO DE SURCO,0.2191780821917808,1744.8,0.0,0.0,0.0,0.0,0.0,3957.129153,,,,2018.845495,1938.283658,,2018.845495,2018.845495,,1938.283658,,,,
Femenino,51.0,[50 - 55>,Soltero,ZONA CENTRO,ANCASH,HUARAZ,HUARAZ,0.2191780821917808,1362.86,0.0,0.0,1.0,0.0,0.0,13497.77321,,,,,13497.77321,,,,13497.77321,,,,,
Femenino,53.0,[50 - 55>,Conviviente,ZONA CENTRO,JUNIN,CHUPACA,HUACHAC,0.2191780821917808,1479.06,0.0,1.0,0.0,0.0,0.0,11207.550531,,11207.550531,,,,,,,,,,,,
Femenino,46.0,[45 - 50>,Soltero,ZONA SUR,ICA,ICA,ICA,0.21643835616438356,1882.4,0.0,0.0,1.0,0.0,0.0,23355.978074,,,,2415.190133,15724.220623,5216.567317,9541.0346,2415.190133,15724.220623,,,,,5216.567317
Masculino,44.0,[40 - 45>,Soltero,ZONA SUR,ICA,ICA,PARCONA,0.21643835616438356,1362.86,0.0,0.0,1.0,0.0,0.0,24787.965056,,,,,24787.965056,,,,24014.731072,773.233984,,,,
Femenino,59.0,[55 - 60>,Soltero,ZONA SUR,CUSCO,CUSCO,POROY,0.21643835616438356,1406.02,0.0,1.0,0.0,0.0,0.0,6371.942446,,,4278.102089,,2093.840356,,2055.498458,,2093.840356,,,,,
Masculino,49.0,[45 - 50>,Conviviente,ZONA 9,LIMA,LIMA,VILLA EL SALVADOR,0.21643835616438356,1586.96,0.0,1.0,0.0,0.0,0.0,15288.605686,,12622.494004,,,2666.111682,,1884.20692,,2666.111682,,,,,
Masculino,32.0,[30 - 35>,Conviviente,ZONA NORTE,LA LIBERTAD,TRUJILLO,LA ESPERANZA,0.21643835616438356,1618.5,0.0,1.0,0.0,0.0,0.0,8151.089414,,,2740.664611,1164.217197,4246.207605,,2599.451867,2085.01199,,3325.412812,,,,
Masculino,48.0,[45 - 50>,Casado,ZONA NORTE,PIURA,PIURA,PIURA,0.2136986301369863,880.63,0.0,0.0,0.0,0.0,0.0,8.393285,,,,8.393285,,,376.841384,8.393285,,,,,,
Femenino,56.0,[55 - 60>,Soltero,ZONA NORTE,PIURA,SULLANA,SULLANA,0.2136986301369863,651.84,0.0,0.0,0.0,0.0,0.0,31.28126,,,,31.28126,,,445.700582,31.28126,,,,,,
Masculino,33.0,[30 - 35>,Casado,ZONA NORTE,TUMBES,TUMBES,TUMBES,0.2136986301369863,1445.86,0.0,0.0,0.0,0.0,0.0,13029.01336,,,,772.953066,12256.060294,,4076.694073,2177.499143,,10851.514217,,,,
Masculino,47.0,[45 - 50>,Casado,ZONA 7,LIMA,LIMA,SANTIAGO DE SURCO,0.2136986301369863,1303.1,0.0,0.0,1.0,0.0,0.0,11476.533059,,,,,11476.533059,,,,11476.533059,,,,,
Femenino,48.0,[45 - 50>,Soltero,ZONA CENTRO,JUNIN,HUANCAYO,EL TAMBO,0.2136986301369863,985.21,0.0,0.0,1.0,0.0,0.0,17612.764645,,,,35.697156,17577.067488,,991.801986,35.697156,17577.067488,,,,,
Masculino,34.0,[30 - 35>,Soltero,ZONA 4,LIMA,LIMA,LIMA,0.2136986301369863,1613.52,0.0,0.0,0.0,1.0,1.0,7638.708461,,,,3792.065775,3846.642685,,12641.473107,905.515587,,6733.192874,,,,
Masculino,35.0,[35 - 40>,Soltero,ZONA NORTE,LAMBAYEQUE,FERREÑAFE,FERREÑAFE,0.21095890410958903,947.03,0.0,1.0,0.0,0.0,0.0,2090.267214,,,2090.267214,,,,,,,,,,,
Femenino,43.0,[40 - 45>,Casado,ZONA NORTE,LA LIBERTAD,TRUJILLO,TRUJILLO,0.21095890410958903,1044.14,0.0,0.0,0.0,1.0,1.0,3025.481329,,,,3025.481329,,,3626.241863,1327.77321,,1697.708119,,,,
Femenino,42.0,[40 - 45>,Casado,ZONA 5,LIMA,LIMA,SANTA ANITA,0.21095890410958903,1002.64,0.0,1.0,0.0,0.0,0.0,300.030832,,,300.030832,,,,,,,,,,,
Masculino,47.0,[45 - 50>,Soltero,ZONA 10,CALLAO,CALLAO,VENTANILLA,0.21095890410958903,1152.04,0.0,0.0,0.0,0.0,0.0,2229.599177,,,,,2229.599177,,,,,2229.599177,,,,
Masculino,36.0,[35 - 40>,Conviviente,ZONA CENTRO,JUNIN,HUANCAYO,PILCOMAYO,0.21095890410958903,1479.06,0.0,1.0,0.0,0.0,0.0,15652.963343,,9306.159643,6346.803699,,,,,,,,,,,
Masculino,51.0,[50 - 55>,Conviviente,ZONA NORTE,LA LIBERTAD,TRUJILLO,EL PORVENIR,0.21095890410958903,1333.81,0.0,1.0,0.0,0.0,0.0,56077.862281,,56077.862281,,,,,,,,,,,,
Masculino,37.0,[35 - 40>,Soltero,ZONA 12,LIMA,CAÑETE,CHILCA,0.21095890410958903,1599.41,0.0,0.0,1.0,0.0,0.0,11962.206235,,,,348.982528,11613.223706,,5911.270983,348.982528,11613.223706,,,,,
Femenino,42.0,[40 - 45>,Soltero,ZONA NORTE,CAJAMARCA,CAJAMARCA,CAJAMARCA,0.21095890410958903,879.8,0.0,0.0,1.0,0.0,0.0,5351.805412,,,,213.059266,5138.746145,,,213.059266,5138.746145,,,,,
Masculino,33.0,[30 - 35>,Soltero,ZONA 6,LIMA,LIMA,SAN MIGUEL,0.20821917808219179,1618.4,0.0,0.0,0.0,0.0,0.0,2639.743062,,,,2639.743062,,,7396.368619,2639.743062,,,,,,
Masculino,38.0,[35 - 40>,Soltero,ZONA SUR,ICA,CHINCHA,TAMBO DE MORA,0.20821917808219179,1092.28,0.0,1.0,0.0,0.0,0.0,1837.166837,,,1615.313463,,221.853374,,,,,221.853374,,,,
Masculino,38.0,[35 - 40>,Casado,ZONA CENTRO,ANCASH,HUAYLAS,CARAZ,0.20821917808219179,1928.8,0.0,0.0,1.0,0.0,0.0,10517.40322,,,,2055.601233,8461.801986,,,2055.601233,8461.801986,,,,,
Femenino,34.0,[30 - 35>,Soltero,ZONA 1,LIMA,LIMA,COMAS,0.2054794520547945,1479.06,0.0,1.0,0.0,0.0,0.0,41801.870503,,41801.870503,,,,,,,,,,,,
Masculino,44.0,[40 - 45>,Conviviente,ZONA CENTRO,ANCASH,SANTA,CHIMBOTE,0.2054794520547945,1479.06,0.0,1.0,0.0,0.0,0.0,17044.552929,,15674.220623,1370.332305,,,,,,,,,,,
Masculino,39.0,[35 - 40>,Soltero,ZONA 4,LIMA,LIMA,LIMA,0.2,2368.42,0.0,0.0,0.0,0.0,0.0,46675.361425,,,,1712.271325,,44963.090099,4008.221993,1712.271325,,,,,,44963.090099
Masculino,53.0,[50 - 55>,Soltero,ZONA CENTRO,HUANUCO,HUANUCO,PILLCO MARCA,0.2,1578.66,0.0,0.0,1.0,0.0,0.0,7879.410757,,,,,7879.410757,,1712.915381,,7879.410757,,,,,
Masculino,38.0,[35 - 40>,Soltero,ZONA 8,LIMA,LIMA,SURQUILLO,0.2,1165.32,0.0,0.0,0.0,1.0,1.0,1089.989722,,,,1089.989722,,,2674.566632,1089.989722,,,,,,
Masculino,44.0,[40 - 45>,Conviviente,ZONA 10,CALLAO,CALLAO,CALLAO,0.2,1219.27,0.0,0.0,0.0,1.0,0.0,2956.286399,,,,900.787941,2055.498458,,1423.586844,900.787941,,2055.498458,,,,
Masculino,34.0,[30 - 35>,Casado,ZONA CENTRO,ANCASH,SANTA,CHIMBOTE,0.2,1178.6,0.0,0.0,1.0,0.0,0.0,9277.149708,,,,,9277.149708,,700.0,,9277.149708,,,,,
Masculino,52.0,[50 - 55>,Conviviente,ZONA 9,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,0.19726027397260273,1092.28,0.0,1.0,0.0,0.0,0.0,2502.230215,,,1082.285029,,1419.945186,,,,,1419.945186,,,,
Masculino,45.0,[45 - 50>,Soltero,NO REGISTRA,NO REGISTRA,NO REGISTRA,NO REGISTRA,0.19726027397260273,1684.8,0.0,0.0,1.0,0.0,0.0,10414.182939,,,,,10414.182939,,2300.0,,10414.182939,,,,,
Femenino,36.0,[35 - 40>,Conviviente,ZONA NORTE,LAMBAYEQUE,CHICLAYO,CHICLAYO,0.19726027397260273,651.84,0.0,1.0,0.0,0.0,0.0,1852.010962,,,1852.010962,,,,342.583076,,,,,,,
Femenino,46.0,[45 - 50>,Soltero,ZONA CENTRO,ANCASH,SANTA,NUEVO CHIMBOTE,0.19726027397260273,1023.39,0.0,0.0,0.0,1.0,0.0,1521.925316,,,,1521.925316,,,2218.050702,1521.925316,,,,,,
Femenino,34.0,[30 - 35>,Soltero,ZONA NORTE,LA LIBERTAD,TRUJILLO,TRUJILLO,0.19726027397260273,651.84,0.0,1.0,0.0,0.0,0.0,977.077766,,,977.077766,,,,342.583076,,,,,,,
Femenino,40.0,[40 - 45>,Soltero,ZONA SUR,TACNA,TACNA,TACNA,0.19726027397260273,1360.37,0.0,1.0,0.0,0.0,0.0,7606.789996,,,6601.969852,,1004.820143,,,,,1004.820143,,,,
Femenino,51.0,[50 - 55>,Casado,ZONA SELVA,LORETO,MAYNAS,PUNCHANA,0.19452054794520549,1431.75,0.0,0.0,1.0,0.0,0.0,17163.069544,,,,,17163.069544,,,,17163.069544,,,,,
Femenino,56.0,[55 - 60>,Soltero,ZONA SELVA,LORETO,MAYNAS,IQUITOS,0.19452054794520549,859.88,0.0,0.0,1.0,0.0,0.0,33163.244261,,,,58.239122,33105.005138,,342.583076,58.239122,27440.561836,5664.443302,,,,
Masculino,36.0,[35 - 40>,Soltero,ZONA SUR,AREQUIPA,AREQUIPA,MIRAFLORES,0.19452054794520549,1599.41,0.0,1.0,0.0,0.0,0.0,68984.323398,,68984.323398,,,,,,,,,,,,
Femenino,40.0,[40 - 45>,Conviviente,ZONA 1,LIMA,LIMA,COMAS,0.19452054794520549,911.34,0.0,0.0,0.0,1.0,0.0,1383.26139,,,,875.207262,508.054128,,1680.524152,875.207262,,508.054128,,,,
Femenino,56.0,[55 - 60>,Casado,ZONA 3,LIMA,LIMA,SAN JUAN DE LURIGANCHO,0.19452054794520549,1298.95,0.0,1.0,0.0,0.0,0.0,2677.317574,,,2677.317574,,,,,,,,,,,
Femenino,40.0,[40 - 45>,Soltero,ZONA 9,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,0.1917808219178082,705.6,0.0,0.0,0.0,1.0,0.0,1475.967797,,,,,1475.967797,,1098.132922,,,1475.967797,,,,
Femenino,39.0,[35 - 40>,Conviviente,NO REGISTRA,NO REGISTRA,NO REGISTRA,NO REGISTRA,0.1917808219178082,835.8,0.0,0.0,0.0,1.0,0.0,343.593696,,,,,343.593696,,513.874614,,,343.593696,,,,
Masculino,34.0,[30 - 35>,Conviviente,ZONA SUR,TACNA,TACNA,CIUDAD NUEVA,0.1917808219178082,1196.86,0.0,1.0,0.0,0.0,0.0,51937.40322,,51937.40322,,,,,685.166152,,,,,,,
Masculino,35.0,[35 - 40>,Soltero,ZONA CENTRO,HUANCAVELICA,HUAYTARA,SANTO DOMINGO DE CAPILLAS,0.1917808219178082,1032.52,0.0,0.0,0.0,0.0,0.0,766.981843,,,,,766.981843,,,,,766.981843,,,,
Femenino,34.0,[30 - 35>,Soltero,ZONA SUR,ICA,PISCO,PISCO,0.1917808219178082,757.68,0.0,0.0,0.0,0.0,0.0,593.398424,,,428.376156,5.409386,159.612881,,959.232613,5.409386,,159.612881,,,,
Femenino,40.0,[40 - 45>,Soltero,ZONA SUR,ICA,PISCO,PISCO,0.1917808219178082,837.47,0.0,0.0,0.0,0.0,0.0,509.63001,,,,,509.63001,,,,,509.63001,,,,
Femenino,33.0,[30 - 35>,Conviviente,ZONA SUR,ICA,CHINCHA,CHINCHA ALTA,0.1917808219178082,1122.16,0.0,1.0,0.0,0.0,0.0,1957.088043,,,1957.088043,,,,,,,,,,,
Masculino,30.0,[30 - 35>,Conviviente,ZONA CENTRO,JUNIN,HUANCAYO,EL TAMBO,0.1917808219178082,1330.49,0.0,1.0,0.0,0.0,0.0,8183.860911,,8183.860911,,,,,,,,,,,,
Masculino,52.0,[50 - 55>,Casado,ZONA NORTE,PIURA,SULLANA,SULLANA,0.1917808219178082,1189.39,0.0,0.0,1.0,1.0,0.0,9183.497773,,,,,9183.497773,,2348.561151,,7053.785542,2129.71223,,,,
Masculino,34.0,[30 - 35>,Conviviente,ZONA 12,LIMA,CAÑETE,CHILCA,0.18904109589041096,1092.28,0.0,0.0,0.0,0.0,0.0,2745.573826,,,,278.975676,2466.59815,,1079.13669,278.975676,,2466.59815,,,,
Masculino,54.0,[50 - 55>,Soltero,ZONA CENTRO,JUNIN,TARMA,TARMA,0.18904109589041096,1005.13,0.0,0.0,1.0,0.0,0.0,3425.830763,,,,,3425.830763,,,,3425.830763,,,,,
Masculino,32.0,[30 - 35>,Conviviente,ZONA 3,LIMA,LIMA,SAN JUAN DE LURIGANCHO,0.18904109589041096,1239.19,0.0,1.0,0.0,0.0,0.0,1050.017129,,,1050.017129,,,,,,,,,,,
Masculino,37.0,[35 - 40>,Soltero,ZONA CENTRO,HUANUCO,HUANUCO,AMARILIS,0.18904109589041096,1285.67,0.0,0.0,1.0,0.0,0.0,18156.903048,,,,,18156.903048,,1079.13669,,18156.903048,,,,,
Femenino,34.0,[30 - 35>,Soltero,ZONA NORTE,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,0.18904109589041096,677.04,0.0,1.0,0.0,0.0,0.0,5924.045906,,,5652.487153,271.558752,,,630.1062,271.558752,,,,,,
Masculino,40.0,[40 - 45>,Soltero,ZONA NORTE,PIURA,PAITA,LA HUACA,0.18904109589041096,1650.4,0.0,0.0,0.0,1.0,0.0,580.55841,,,,580.55841,,,10435.89928,580.55841,,,,,,
Masculino,49.0,[45 - 50>,Soltero,ZONA 4,LIMA,LIMA,LA VICTORIA,0.18904109589041096,1332.98,0.0,0.0,0.0,0.0,0.0,11842.541966,,,,,11842.541966,,,,5326.235011,6516.306954,,,,
Masculino,35.0,[35 - 40>,Soltero,ZONA NORTE,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,0.18904109589041096,1451.67,0.0,1.0,0.0,0.0,0.0,11703.991092,,10564.850976,,1139.140116,,,1815.690304,1139.140116,,,,,,
Masculino,54.0,[50 - 55>,Conviviente,ZONA NORTE,LAMBAYEQUE,CHICLAYO,REQUE,0.18904109589041096,1333.81,0.0,0.0,0.0,0.0,0.0,19807.759506,,19807.759506,,,,,,,,,,,,
Femenino,49.0,[45 - 50>,Casado,ZONA NORTE,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,0.18904109589041096,917.15,0.0,1.0,0.0,0.0,0.0,1712.915381,,,1712.915381,,,,,,,,,,,
Femenino,42.0,[40 - 45>,Soltero,ZONA 10,CALLAO,CALLAO,CALLAO,0.1863013698630137,797.16,0.0,0.0,0.0,1.0,0.0,1561.616992,,,,,1561.616992,,1373.586844,,,1561.616992,,,,
Femenino,51.0,[50 - 55>,Soltero,ZONA SELVA,AMAZONAS,UTCUBAMBA,BAGUA GRANDE,0.1863013698630137,1578.66,0.0,0.0,0.0,0.0,0.0,26390.380267,,,,,590.380267,25800.0,,,,590.380267,,,,25800.0
Masculino,43.0,[40 - 45>,Conviviente,ZONA NORTE,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,0.1863013698630137,1333.81,0.0,1.0,0.0,0.0,0.0,31151.044878,,31151.044878,,,,,,,,,,,,
Femenino,42.0,[40 - 45>,Soltero,ZONA SUR,PUNO,SAN ROMAN,JULIACA,0.18082191780821918,1122.16,0.0,1.0,0.0,0.0,0.0,3236.700924,,,3236.700924,,,,,,,,,,,
Masculino,38.0,[35 - 40>,Casado,ZONA 7,LIMA,LIMA,SANTIAGO DE SURCO,0.18082191780821918,1572.85,0.0,0.0,0.0,0.0,0.0,150.877012,,,,150.877012,,,3239.46557,150.877012,,,,,,
Femenino,33.0,[30 - 35>,Soltero,ZONA 10,CALLAO,CALLAO,CALLAO,0.18082191780821918,1181.09,0.0,1.0,0.0,0.0,0.0,4225.851318,,,4225.851318,,,,,,,,,,,
Femenino,37.0,[35 - 40>,Soltero,ZONA 8,LIMA,LIMA,SURQUILLO,0.1780821917808219,1086.47,0.0,1.0,0.0,0.0,0.0,2052.010962,,,2052.010962,,,,,,,,,,,
Masculino,57.0,[55 - 60>,Casado,ZONA 3,LIMA,LIMA,SAN JUAN DE LURIGANCHO,0.1780821917808219,949.52,0.0,0.0,0.0,0.0,0.0,172.048646,,,172.048646,,,,274.066461,,,,,,,
Femenino,52.0,[50 - 55>,Casado,ZONA SUR,PUNO,PUNO,PUNO,0.1780821917808219,1331.32,0.0,1.0,0.0,0.0,0.0,5138.746145,,,5138.746145,,,,,,,,,,,
Masculino,53.0,[50 - 55>,Soltero,ZONA 2,LIMA,LIMA,LOS OLIVOS,0.1780821917808219,1991.59,0.0,0.0,0.0,1.0,1.0,3242.377526,,,,3242.377526,,,7869.749914,330.342583,,2912.034943,,,,
Masculino,59.0,[55 - 60>,Casado,ZONA 1,LIMA,LIMA,COMAS,0.1780821917808219,1213.46,0.0,0.0,1.0,0.0,0.0,8598.835217,,,,,8598.835217,,,,8598.835217,,,,,
Femenino,33.0,[30 - 35>,Soltero,ZONA NORTE,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,0.1780821917808219,857.39,0.0,0.0,0.0,0.0,0.0,296.927029,,,,,296.927029,,,,,296.927029,,,,
Masculino,56.0,[55 - 60>,Soltero,ZONA CENTRO,ANCASH,HUARAZ,INDEPENDENCIA,0.1780821917808219,1362.86,0.0,0.0,1.0,0.0,0.0,14979.003083,,,,,14979.003083,,,,10962.658444,4016.344638,,,,
Masculino,43.0,[40 - 45>,Soltero,ZONA CENTRO,ANCASH,SANTA,NUEVO CHIMBOTE,0.1780821917808219,1131.29,0.0,0.0,1.0,0.0,0.0,10213.46694,,,,545.128468,9668.338472,,102.774922,545.128468,7982.18568,1686.152792,,,,
Masculino,36.0,[35 - 40>,Soltero,ZONA NORTE,LAMBAYEQUE,CHICLAYO,CHICLAYO,0.1780821917808219,1255.79,0.0,0.0,0.0,0.0,0.0,42.065775,,,,42.065775,,,2843.439534,42.065775,,,,,,
Femenino,35.0,[35 - 40>,Soltero,ZONA NORTE,PIURA,SULLANA,SULLANA,0.1780821917808219,1612.69,0.0,1.0,0.0,0.0,0.0,26437.858855,,,18864.337101,,,7573.521754,,,,,,,7573.521754,
Femenino,51.0,[50 - 55>,Soltero,ZONA NORTE,PIURA,SULLANA,SULLANA,0.17534246575342466,952.01,0.0,1.0,0.0,0.0,0.0,6147.56766,,,5494.556354,653.011305,,,1370.332305,653.011305,,,,,,
Masculino,46.0,[45 - 50>,Soltero,ZONA SELVA,SAN MARTIN,SAN MARTIN,TARAPOTO,0.17534246575342466,1371.99,0.0,0.0,1.0,0.0,0.0,9454.950325,,,,,9454.950325,,,,9454.950325,,,,,
Femenino,44.0,[40 - 45>,Casado,ZONA 4,LIMA,LIMA,BREÑA,0.17534246575342466,1750.4,0.0,0.0,0.0,0.0,0.0,11768.6605,,,,11197.886262,570.774237,,20444.792737,11197.886262,,570.774237,,,,
Masculino,42.0,[40 - 45>,Soltero,ZONA 7,LIMA,LIMA,SANTIAGO DE SURCO,0.17534246575342466,1353.73,0.0,0.0,0.0,0.0,0.0,254.39534,,,,254.39534,,,1043.281945,254.39534,,,,,,
Femenino,46.0,[45 - 50>,Soltero,ZONA 5,LIMA,LIMA,ATE-VITARTE,0.17534246575342466,1226.74,0.0,0.0,0.0,0.0,0.0,953.788968,,,,387.201096,566.587872,,4180.839328,953.788968,,,,,,
Masculino,44.0,[40 - 45>,Conviviente,ZONA SUR,CUSCO,CUSCO,SAN SEBASTIAN,0.17534246575342466,2717.52,0.0,1.0,0.0,0.0,0.0,64916.937307,,25715.998629,,,,39200.938677,0.342583,,,,,,39200.938677,
Masculino,51.0,[50 - 55>,Soltero,ZONA NORTE,PIURA,PIURA,PIURA,0.17534246575342466,1509.77,0.0,0.0,0.0,1.0,1.0,2913.439534,,,,1476.533059,1436.906474,,11734.525522,1463.970537,,1449.468996,,,,
Masculino,39.0,[35 - 40>,Conviviente,ZONA CENTRO,JUNIN,JAUJA,JAUJA,0.17534246575342466,1210.97,0.0,1.0,0.0,0.0,0.0,4863.788968,,,4863.788968,,,,,,,,,,,
Femenino,54.0,[50 - 55>,Casado,ZONA 5,LIMA,LIMA,LURIGANCHO,0.17534246575342466,1002.64,0.0,1.0,0.0,0.0,0.0,351.147653,,,351.147653,,,,,,,,,,,
Masculino,53.0,[50 - 55>,Soltero,ZONA CENTRO,JUNIN,HUANCAYO,EL TAMBO,0.17534246575342466,1219.27,0.0,1.0,0.0,0.0,0.0,7828.996231,,,7826.426858,2.569373,,,719.42446,2.569373,,,,,,
Femenino,56.0,[55 - 60>,Casado,ZONA SUR,PUNO,EL COLLAO,ILAVE,0.1726027397260274,1270.73,0.0,1.0,0.0,0.0,0.0,6851.661527,,,,,6851.661527,,,,,6851.661527,,,,
Masculino,31.0,[30 - 35>,Soltero,ZONA 2,LIMA,LIMA,SAN MARTIN DE PORRES,0.1726027397260274,1370.33,0.0,0.0,0.0,0.0,0.0,10798.872901,,,,46.574169,10752.298732,,753.682768,46.574169,,10752.298732,,,,
Masculino,40.0,[40 - 45>,Soltero,ZONA SUR,ICA,ICA,ICA,0.1726027397260274,1191.05,0.0,1.0,0.0,0.0,0.0,7562.572798,,,4772.360397,,2790.212401,,600.0,,,2790.212401,,,,
Femenino,41.0,[40 - 45>,Viudo,ZONA NORTE,PIURA,MORROPON,CHULUCANAS,0.1726027397260274,947.03,0.0,0.0,0.0,0.0,0.0,1712.915381,,,,,1712.915381,,,,,1712.915381,,,,
Masculino,32.0,[30 - 35>,Conviviente,ZONA 3,LIMA,LIMA,SAN JUAN DE LURIGANCHO,0.1726027397260274,2035.04,0.0,1.0,0.0,0.0,0.0,42100.082219,,,5161.014045,,,36939.068174,,,,,,,36939.068174,
Masculino,44.0,[40 - 45>,Soltero,ZONA 9,LIMA,LIMA,PACHACAMAC,0.1726027397260274,1437.56,0.0,1.0,0.0,0.0,0.0,8503.227132,,,1870.760534,,6632.466598,,,,,6632.466598,,,,
Masculino,41.0,[40 - 45>,Soltero,ZONA CENTRO,JUNIN,TARMA,TARMA,0.1726027397260274,1108.88,0.0,0.0,1.0,1.0,0.0,5755.950668,,,,2.66187,5753.288797,,171.291538,2.66187,5753.288797,,,,,
