Sexo,Edad,REdad,EstCiv,ZONA,Region,Prov,Dis,TVidaAño,Ingreso,T_Plazo,T_Micro,T_Convenios,T_TC,T_EI,Deu_TOTAL_SBS,Deu_Emp_SBS,Deu_Pequ_SBS,Deu_Micr_SBS,Deu_ConR_SBS,Deu_ConN_SBS,Deu_Hipo_SBS,Lin_TCre_SBS,Deu_TCre_SBS,Deu_Conv_SBS,Deu_PLD_SBS,Deu_Vehi_SBS,Deu_Otro_SBS,Deu_HipTrad_SBS,Deu_MiViv_SBS
Masculino,47.0,[45 - 50>,Casado,ZONA 4,LIMA,LIMA,BREÑA,10.824657534246576,3015.32,1.0,0.0,0.0,0.0,0.0,45795.793079,,,,94.145255,,45701.647824,3336.073997,94.145255,,,,,45701.647824,
Femenino,46.0,[45 - 50>,Casado,ZONA 4,LIMA,LIMA,BREÑA,10.824657534246576,1547.12,1.0,0.0,0.0,0.0,0.0,285.409386,,,,285.409386,,,6310.0,285.409386,,,,,,
Masculino,37.0,[35 - 40>,Soltero,ZONA 7,LIMA,LIMA,LA MOLINA,10.8,2020.03,1.0,0.0,0.0,0.0,0.0,5796.55704,,,,86.74546,,5709.811579,18208.29051,86.74546,,,,,,5709.811579
Masculino,38.0,[35 - 40>,Soltero,ZONA 7,LIMA,LIMA,SAN ISIDRO,10.794520547945206,3736.5,1.0,0.0,0.0,0.0,0.0,1179.893799,,,,1179.893799,,,47233.473792,1179.893799,,,,,,
Femenino,52.0,[50 - 55>,Soltero,ZONA 6,LIMA,LIMA,SAN MIGUEL,10.780821917808218,1595.26,1.0,0.0,0.0,0.0,0.0,9253.233984,,,,157.643028,9095.590955,,9306.913326,3092.511133,,6160.72285,,,,
Masculino,37.0,[35 - 40>,Soltero,ZONA NORTE,TUMBES,TUMBES,TUMBES,10.758904109589041,1095.6,1.0,0.0,0.0,0.0,0.0,4422.754367,,,,,4422.754367,,,,,4422.754367,,,,
Femenino,47.0,[45 - 50>,Soltero,ZONA 7,LIMA,LIMA,SANTIAGO DE SURCO,10.747945205479452,1732.0,1.0,0.0,0.0,0.0,0.0,85.316889,,,,85.316889,,,16533.744433,85.316889,,,,,,
Masculino,54.0,[50 - 55>,Soltero,ZONA 6,LIMA,LIMA,SAN MIGUEL,10.73150684931507,1222.59,1.0,0.0,0.0,0.0,0.0,3781.688934,,,,,,3781.688934,,,,,,,,3781.688934
Femenino,52.0,[50 - 55>,Soltero,ZONA 6,LIMA,LIMA,MAGDALENA DEL MAR,10.726027397260275,1289.82,1.0,0.0,0.0,0.0,0.0,12581.764302,,,,,,12581.764302,1901.336073,,,,,,12581.764302,
Masculino,58.0,[55 - 60>,Soltero,ZONA 8,LIMA,LIMA,SAN JUAN DE MIRAFLORES,10.70958904109589,1417.64,1.0,0.0,0.0,0.0,0.0,1.336073,,,,1.336073,,,11710.137033,1.336073,,,,,,
Masculino,57.0,[55 - 60>,Casado,ZONA 5,LIMA,LIMA,ATE-VITARTE,10.704109589041096,2078.49,1.0,0.0,0.0,0.0,0.0,880.058239,,,,880.058239,,,12714.385063,880.058239,,,,,,
Masculino,43.0,[40 - 45>,Soltero,ZONA 10,CALLAO,CALLAO,BELLAVISTA,10.693150684931506,1201.01,1.0,0.0,0.0,0.0,0.0,1945.971223,,,,105.65262,1840.318602,,2459.407331,105.65262,1840.318602,,,,,
Masculino,39.0,[35 - 40>,Soltero,ZONA 7,LIMA,LIMA,SAN ISIDRO,10.687671232876712,1352.9,1.0,0.0,0.0,0.0,0.0,1178.33162,,,,611.956149,566.375471,,893.422404,1178.33162,,,,,,
Femenino,46.0,[45 - 50>,Soltero,ZONA 7,LIMA,LIMA,SAN BORJA,10.687671232876712,1511.43,1.0,0.0,0.0,0.0,0.0,975.978074,,,,975.978074,,,10136.766015,975.978074,,,,,,
Masculino,55.0,[55 - 60>,Soltero,ZONA 6,LIMA,LIMA,MAGDALENA DEL MAR,10.684931506849315,2198.57,1.0,0.0,0.0,0.0,0.0,2006.635834,,,,2006.635834,,,36125.385405,2006.635834,,,,,,
Femenino,51.0,[50 - 55>,Casado,ZONA 4,LIMA,LIMA,LA VICTORIA,10.665753424657535,2775.08,1.0,0.0,0.0,0.0,0.0,7134.850976,,,,7134.850976,,,46942.963343,7134.850976,,,,,,
Masculino,58.0,[55 - 60>,Soltero,ZONA 8,LIMA,LIMA,SURQUILLO,10.665753424657535,2488.98,1.0,0.0,0.0,0.0,0.0,273.26139,,,,273.26139,,,18996.53991,273.26139,,,,,,
Femenino,54.0,[50 - 55>,Casado,ZONA 6,LIMA,LIMA,JESUS MARIA,10.665753424657535,2922.92,1.0,0.0,0.0,0.0,0.0,1202.798903,,,,1202.798903,,,25162.726961,1202.798903,,,,,,
Masculino,51.0,[50 - 55>,Casado,ZONA 7,LIMA,LIMA,SANTIAGO DE SURCO,10.632876712328768,2510.04,1.0,0.0,0.0,0.0,0.0,7334.224049,,,,7334.224049,,,39882.816032,7334.224049,,,,,,
Masculino,44.0,[40 - 45>,Casado,ZONA 7,LIMA,LIMA,MIRAFLORES,10.632876712328768,2411.76,1.0,0.0,0.0,0.0,0.0,3559.26002,,,,3559.26002,,,22530.918122,3559.26002,,,,,,
Masculino,57.0,[55 - 60>,Casado,ZONA 7,LIMA,LIMA,MIRAFLORES,10.123287671232877,6507.36,1.0,0.0,0.0,0.0,0.0,172560.76396,,,,7524.41247,345.090784,164691.260705,41779.828708,7524.41247,,345.090784,,,164691.260705,
Masculino,54.0,[50 - 55>,Casado,ZONA 7,LIMA,LIMA,SANTIAGO DE SURCO,10.632876712328768,3171.48,1.0,0.0,0.0,0.0,0.0,23137.831449,,,,23137.831449,,,40305.193559,23137.831449,,,,,,
Masculino,31.0,[30 - 35>,Soltero,ZONA 7,LIMA,LIMA,LA MOLINA,10.610958904109589,4649.42,1.0,0.0,0.0,0.0,0.0,669.719081,,,,669.719081,,,17129.153819,669.719081,,,,,,
Masculino,44.0,[40 - 45>,Soltero,ZONA 9,LIMA,LIMA,VILLA EL SALVADOR,10.594520547945205,1983.2,1.0,0.0,0.0,0.0,0.0,313.860911,,,,313.860911,,,3699.897225,313.860911,,,,,,
Femenino,37.0,[35 - 40>,Soltero,ZONA 7,LIMA,LIMA,SAN ISIDRO,10.591780821917808,2939.09,1.0,0.0,0.0,0.0,0.0,572.391229,,,,572.391229,,,26410.791366,572.391229,,,,,,
Femenino,58.0,[55 - 60>,Divorciado,ZONA 9,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,10.58904109589041,1249.98,1.0,0.0,0.0,0.0,0.0,13.634806,,,,13.634806,,,1815.690304,13.634806,,,,,,
Masculino,58.0,[55 - 60>,Soltero,ZONA 7,LIMA,LIMA,LA MOLINA,10.586301369863014,1684.0,1.0,0.0,0.0,0.0,0.0,7.978759,,,,7.978759,,,11682.237067,7.978759,,,,,,
Femenino,47.0,[45 - 50>,Soltero,ZONA 2,LIMA,LIMA,LOS OLIVOS,10.586301369863014,2584.92,1.0,0.0,0.0,0.0,0.0,26968.729016,,,,276.368619,,26692.360397,14594.039054,276.368619,,,,,,26692.360397
Femenino,37.0,[35 - 40>,Soltero,ZONA 7,LIMA,LIMA,SAN BORJA,10.583561643835617,2403.18,1.0,0.0,0.0,0.0,0.0,29653.847207,,,,254.850976,897.989037,28501.007194,14087.437478,1152.840013,,,,,28501.007194,
Femenino,45.0,[45 - 50>,Soltero,ZONA 4,LIMA,LIMA,BREÑA,10.572602739726028,1635.2,1.0,0.0,0.0,0.0,0.0,2184.268585,,,,2184.268585,,,15682.082905,2184.268585,,,,,,
Masculino,55.0,[55 - 60>,Casado,ZONA 7,LIMA,LIMA,LA MOLINA,10.564383561643835,4299.0,1.0,0.0,0.0,0.0,0.0,1073.316204,,,,1073.316204,,,60223.792394,1073.316204,,,,,,
Masculino,54.0,[50 - 55>,Soltero,ZONA 10,CALLAO,CALLAO,CALLAO,10.564383561643835,1261.6,1.0,0.0,0.0,0.0,0.0,12845.738266,,,,,12845.738266,,2158.273381,,,12845.738266,,,,
Masculino,44.0,[40 - 45>,Casado,ZONA 7,LIMA,LIMA,MIRAFLORES,10.564383561643835,3610.5,1.0,0.0,0.0,0.0,0.0,2111.805412,,,,2111.805412,,,9249.743062,2111.805412,,,,,,
Femenino,46.0,[45 - 50>,Soltero,ZONA 7,LIMA,LIMA,SAN BORJA,10.553424657534247,2705.04,1.0,0.0,0.0,0.0,0.0,312.723535,,,,312.723535,,,22610.483042,312.723535,,,,,,
Masculino,43.0,[40 - 45>,Casado,ZONA 2,LIMA,LIMA,SAN MARTIN DE PORRES,10.550684931506849,3296.88,1.0,0.0,0.0,0.0,0.0,286.279547,,,,286.279547,,,35525.865022,286.279547,,,,,,
Femenino,45.0,[45 - 50>,Soltero,ZONA 6,LIMA,LIMA,LINCE,10.531506849315068,1084.81,1.0,0.0,0.0,1.0,0.0,566.163069,,,,566.163069,,,4742.00411,566.163069,,,,,,
Masculino,58.0,[55 - 60>,Divorciado,ZONA 10,CALLAO,CALLAO,LA PUNTA,10.526027397260274,1650.87,1.0,0.0,0.0,0.0,0.0,577.941075,,,,577.941075,,,10140.459061,577.941075,,,,,,
Femenino,58.0,[55 - 60>,Viudo,ZONA 6,LIMA,LIMA,PUEBLO LIBRE,8.73150684931507,4082.25,1.0,0.0,0.0,0.0,0.0,53100.376841,,,,,53100.376841,,18216.855087,,,53100.376841,,,,
Masculino,56.0,[55 - 60>,Casado,ZONA 7,LIMA,LIMA,LA MOLINA,10.517808219178082,3974.25,1.0,0.0,0.0,0.0,0.0,86.139088,,,,86.139088,,,25138.746145,86.139088,,,,,,
Femenino,37.0,[35 - 40>,Soltero,ZONA 7,LIMA,LIMA,SAN BORJA,10.493150684931507,1602.73,1.0,0.0,0.0,0.0,0.0,309.205207,,,,309.205207,,,5208.509763,309.205207,,,,,,
Femenino,51.0,[50 - 55>,Casado,ZONA 6,LIMA,LIMA,PUEBLO LIBRE,10.493150684931507,1611.03,1.0,0.0,0.0,0.0,0.0,6420.996916,,,,,6420.996916,,550.0,,,6420.996916,,,,
Masculino,58.0,[55 - 60>,Casado,ZONA 7,LIMA,LIMA,SAN BORJA,10.490410958904109,3182.12,1.0,0.0,0.0,0.0,0.0,2101.181911,,,,2101.181911,,,48338.472079,2101.181911,,,,,,
Masculino,49.0,[45 - 50>,Soltero,ZONA 2,LIMA,LIMA,SAN MARTIN DE PORRES,10.490410958904109,1103.07,1.0,0.0,0.0,0.0,0.0,13.360739,,,,13.360739,,,2774.922918,13.360739,,,,,,
Femenino,54.0,[50 - 55>,Casado,ZONA 6,LIMA,LIMA,JESUS MARIA,10.490410958904109,1556.25,1.0,0.0,0.0,0.0,0.0,4.450154,,,,4.450154,,,12991.09284,4.450154,,,,,,
Masculino,54.0,[50 - 55>,Casado,ZONA 4,LIMA,LIMA,LIMA,10.487671232876712,1122.16,1.0,0.0,0.0,0.0,0.0,39.362795,,,,39.362795,,,,39.362795,,,,,,
Masculino,49.0,[45 - 50>,Soltero,ZONA 6,LIMA,LIMA,JESUS MARIA,10.476712328767123,2642.64,1.0,0.0,0.0,0.0,0.0,6225.94039,,,,6225.94039,,,45741.325796,6225.94039,,,,,,
Femenino,48.0,[45 - 50>,Casado,ZONA 7,LIMA,LIMA,SAN BORJA,10.476712328767123,4600.58,1.0,0.0,0.0,0.0,0.0,93829.307982,,,,24596.125385,69233.182596,,78758.365878,47590.342583,,46238.965399,,,,
Masculino,46.0,[45 - 50>,Soltero,ZONA 3,LIMA,LIMA,SAN JUAN DE LURIGANCHO,10.449315068493151,1032.52,1.0,0.0,0.0,0.0,0.0,76.084275,,,76.084275,,,,,,,,,,,
Femenino,49.0,[45 - 50>,Casado,ZONA 7,LIMA,LIMA,SAN BORJA,10.449315068493151,2276.78,1.0,0.0,0.0,1.0,1.0,191.949297,,,,191.949297,,,18381.637547,191.949297,,,,,,
Masculino,48.0,[45 - 50>,Casado,ZONA 7,LIMA,LIMA,SAN ISIDRO,10.443835616438356,5049.02,1.0,0.0,0.0,0.0,0.0,56918.461801,,,,20219.719081,17550.205549,19148.53717,72644.138403,37604.864679,,,,165.059952,19148.53717,
Masculino,41.0,[40 - 45>,Soltero,ZONA 7,LIMA,LIMA,SAN ISIDRO,10.441095890410958,4526.58,1.0,0.0,0.0,0.0,0.0,88703.624528,,,,2903.388146,6461.582733,79338.653648,35243.641658,8219.691675,,,1145.279205,,79338.653648,
Femenino,46.0,[45 - 50>,Soltero,ZONA 8,LIMA,LIMA,SURQUILLO,10.405479452054795,1234.21,1.0,0.0,0.0,0.0,0.0,714.573484,,,,714.573484,,,3460.431654,714.573484,,,,,,
Femenino,46.0,[45 - 50>,Soltero,ZONA 7,LIMA,LIMA,SAN BORJA,10.397260273972602,1371.99,1.0,0.0,0.0,0.0,0.0,33.723878,,,,33.723878,,,1473.107228,33.723878,,,,,,
Masculino,56.0,[55 - 60>,Casado,ZONA 4,LIMA,LIMA,LIMA,10.394520547945206,1576.17,1.0,0.0,0.0,0.0,0.0,252.709832,,,,252.709832,,,5481.671805,252.709832,,,,,,
Masculino,59.0,[55 - 60>,Casado,ZONA 7,LIMA,LIMA,SAN BORJA,10.391780821917807,5198.5,1.0,0.0,0.0,0.0,0.0,2692.706406,,,,2692.706406,,,19099.376498,2692.706406,,,,,,
Masculino,45.0,[45 - 50>,Casado,ZONA 7,LIMA,LIMA,SANTIAGO DE SURCO,10.38082191780822,5734.26,1.0,0.0,0.0,0.0,0.0,51039.170948,,,,186.050017,,50853.120931,13374.830421,186.050017,,,,,50853.120931,
Femenino,56.0,[55 - 60>,Soltero,ZONA 7,LIMA,LIMA,SANTIAGO DE SURCO,10.375342465753425,3590.25,1.0,0.0,0.0,0.0,0.0,486.954436,,,,486.954436,,,12332.99075,486.954436,,,,,,
Masculino,38.0,[35 - 40>,Soltero,ZONA 7,LIMA,LIMA,SANTIAGO DE SURCO,10.36986301369863,1455.82,1.0,0.0,0.0,1.0,1.0,471.661527,,,,471.661527,,,1100.342583,471.661527,,,,,,
Femenino,41.0,[40 - 45>,Soltero,ZONA 4,LIMA,LIMA,BREÑA,10.356164383561644,1369.5,1.0,0.0,0.0,0.0,0.0,16188.406988,,,,,,16188.406988,,,,,,,,16188.406988
Femenino,50.0,[50 - 55>,Casado,ZONA 2,LIMA,LIMA,SAN MARTIN DE PORRES,10.356164383561644,1181.09,1.0,0.0,0.0,1.0,0.0,4209.873244,,,,707.752655,3502.120589,,2078.657074,707.752655,,3502.120589,,,,
Femenino,46.0,[45 - 50>,Soltero,ZONA 7,LIMA,LIMA,MIRAFLORES,10.356164383561644,1313.89,1.0,0.0,0.0,0.0,0.0,564.539225,,,,564.539225,,,3083.247687,564.539225,,,,,,
Masculino,36.0,[35 - 40>,Soltero,ZONA 3,LIMA,LIMA,SAN JUAN DE LURIGANCHO,10.35068493150685,1418.47,1.0,0.0,0.0,0.0,0.0,6228.108941,,,,,6228.108941,,,,,6228.108941,,,,
Masculino,47.0,[45 - 50>,Soltero,ZONA 7,LIMA,LIMA,SANTIAGO DE SURCO,10.35068493150685,2595.06,1.0,0.0,0.0,0.0,0.0,5657.516272,,,,5657.516272,,,9450.0,5657.516272,,,,,,
Femenino,44.0,[40 - 45>,Soltero,ZONA 7,LIMA,LIMA,SANTIAGO DE SURCO,10.33972602739726,1509.77,1.0,0.0,0.0,0.0,0.0,8232.182254,,,,343.062692,7889.119561,,856.45769,343.062692,,,7889.119561,,,
Femenino,40.0,[40 - 45>,Casado,ZONA 6,LIMA,LIMA,MAGDALENA DEL MAR,10.33972602739726,3416.96,1.0,0.0,0.0,0.0,0.0,74185.683453,,,,52.641315,,74133.042137,9386.776293,52.641315,,,,,74133.042137,
Femenino,38.0,[35 - 40>,Soltero,ZONA 7,LIMA,LIMA,SANTIAGO DE SURCO,10.336986301369864,1713.6,1.0,0.0,0.0,0.0,0.0,617.677286,,,,617.677286,,,9560.068516,617.677286,,,,,,
Femenino,57.0,[55 - 60>,Casado,ZONA 6,LIMA,LIMA,MAGDALENA DEL MAR,10.312328767123288,1611.03,1.0,0.0,0.0,0.0,0.0,479.287427,,,,479.287427,,,18550.0,479.287427,,,,,,
Femenino,55.0,[55 - 60>,Soltero,ZONA 3,LIMA,LIMA,SAN JUAN DE LURIGANCHO,10.312328767123288,1274.88,1.0,0.0,0.0,0.0,0.0,390.397396,,,,390.397396,,,5152.041795,390.397396,,,,,,
Femenino,37.0,[35 - 40>,Soltero,ZONA 7,LIMA,LIMA,MIRAFLORES,10.30958904109589,3387.0,1.0,0.0,0.0,0.0,0.0,116.9099,,,,116.9099,,,32543.987667,116.9099,,,,,,
Femenino,54.0,[50 - 55>,Soltero,ZONA 7,LIMA,LIMA,SANTIAGO DE SURCO,10.301369863013699,1549.61,1.0,0.0,0.0,0.0,0.0,6.4988,,,,6.4988,,,7639.705378,6.4988,,,,,,
Femenino,49.0,[45 - 50>,Casado,ZONA 7,LIMA,LIMA,SAN ISIDRO,10.301369863013699,4619.08,1.0,0.0,0.0,0.0,0.0,5193.802672,,,,5193.802672,,,67885.039397,5193.802672,,,,,,
Femenino,53.0,[50 - 55>,Casado,ZONA 5,LIMA,LIMA,ATE-VITARTE,10.27945205479452,1337.13,1.0,0.0,0.0,0.0,0.0,445.52929,,,,59.088729,386.440561,,2741.007194,59.088729,,386.440561,,,,
Femenino,58.0,[55 - 60>,Soltero,ZONA 7,LIMA,LIMA,SAN ISIDRO,10.276712328767124,2080.86,1.0,0.0,0.0,0.0,0.0,15816.430284,,,,,,15816.430284,16303.528605,,,,,,15816.430284,
Femenino,40.0,[40 - 45>,Soltero,ZONA 10,CALLAO,CALLAO,CALLAO,10.271232876712329,2324.18,1.0,0.0,0.0,0.0,0.0,39306.478245,,,,241.373758,352.446043,38712.658444,6509.078451,241.373758,,352.446043,,,,38712.658444
Masculino,44.0,[40 - 45>,Soltero,ZONA 8,LIMA,LIMA,SAN JUAN DE MIRAFLORES,10.263013698630138,3037.65,1.0,0.0,0.0,0.0,0.0,16384.576909,,,,16384.576909,,,26399.451867,16384.576909,,,,,,
Femenino,46.0,[45 - 50>,Soltero,ZONA 7,LIMA,LIMA,SAN ISIDRO,10.24931506849315,1903.2,1.0,0.0,0.0,0.0,0.0,2114.895512,,,,2114.895512,,,6954.43645,2114.895512,,,,,,
Masculino,58.0,[55 - 60>,Casado,ZONA 6,LIMA,LIMA,MAGDALENA DEL MAR,10.24931506849315,1963.2,1.0,0.0,0.0,0.0,0.0,1830.513874,,,,1830.513874,,,14253.066118,1830.513874,,,,,,
Masculino,42.0,[40 - 45>,Soltero,ZONA 4,LIMA,LIMA,LIMA,10.241095890410959,3558.75,1.0,0.0,0.0,0.0,0.0,5822.521411,,,,5822.521411,,,44364.850976,5822.521411,,,,,,
Femenino,59.0,[55 - 60>,Casado,ZONA 7,LIMA,LIMA,LA MOLINA,10.238356164383562,2139.32,1.0,0.0,0.0,1.0,0.0,26825.960945,,,,22663.932853,4162.028091,,28838.917437,22663.932853,,,,4162.028091,,
Femenino,40.0,[40 - 45>,Soltero,ZONA 3,LIMA,LIMA,SAN JUAN DE LURIGANCHO,10.23013698630137,898.06,1.0,0.0,0.0,1.0,1.0,1027.749229,,,,,1027.749229,,2190.099349,,,1027.749229,,,,
Femenino,52.0,[50 - 55>,Soltero,ZONA 9,LIMA,LIMA,CIENEGUILLA,7.008219178082192,1565.38,1.0,0.0,0.0,1.0,0.0,4838.989379,,,,577.283316,4261.706063,,10896.060294,577.283316,,4261.706063,,,,
Femenino,37.0,[35 - 40>,Casado,ZONA 7,LIMA,LIMA,SAN BORJA,10.216438356164383,3165.4,1.0,0.0,0.0,0.0,0.0,2985.892428,,,,829.743062,,2156.149366,40116.478245,829.743062,,,,,,2156.149366
Femenino,40.0,[40 - 45>,Soltero,ZONA 8,LIMA,LIMA,CHORRILLOS,10.210958904109589,1386.93,1.0,0.0,0.0,0.0,0.0,10689.743062,,,,0.037684,,10689.705378,1164.782459,0.037684,,,,,,10689.705378
Masculino,39.0,[35 - 40>,Casado,ZONA 7,LIMA,LIMA,SAN BORJA,10.210958904109589,2324.97,1.0,0.0,0.0,0.0,0.0,434.463857,,,,434.463857,,,30928.74272,434.463857,,,,,,
Masculino,53.0,[50 - 55>,Soltero,ZONA 4,LIMA,LIMA,LIMA,10.205479452054794,1450.84,1.0,0.0,0.0,1.0,0.0,340.983213,,,,340.983213,,,10300.274066,340.983213,,,,,,
Masculino,53.0,[50 - 55>,Casado,ZONA 7,LIMA,LIMA,LA MOLINA,10.186301369863013,4092.75,1.0,0.0,0.0,0.0,0.0,3493.693045,,,,3493.693045,,,109845.827338,3493.693045,,,,,,
Femenino,46.0,[45 - 50>,Soltero,ZONA 7,LIMA,LIMA,SANTIAGO DE SURCO,10.183561643835617,5990.38,1.0,0.0,0.0,0.0,0.0,142799.338814,,,,772.685851,,142026.652963,43165.467625,772.685851,,,,,142026.652963,
Masculino,33.0,[30 - 35>,Soltero,ZONA 6,LIMA,LIMA,LINCE,10.158904109589042,4675.32,1.0,0.0,0.0,0.0,0.0,81520.469338,,,,1639.907502,11446.642685,68433.91915,32869.167523,1639.907502,,11446.642685,,,68433.91915,
Masculino,35.0,[35 - 40>,Soltero,ZONA 3,LIMA,LIMA,SAN JUAN DE LURIGANCHO,10.156164383561643,2696.46,1.0,0.0,0.0,0.0,0.0,17057.540253,,,,5378.129496,11679.410757,,32343.268242,5378.129496,,11679.410757,,,,
Femenino,54.0,[50 - 55>,Soltero,ZONA 5,LIMA,LIMA,ATE-VITARTE,10.147945205479452,1648.8,1.0,0.0,0.0,0.0,0.0,15316.759164,,,,15316.759164,,,30654.659129,15316.759164,,,,,,
Femenino,48.0,[45 - 50>,Soltero,ZONA 6,LIMA,LIMA,PUEBLO LIBRE,10.128767123287671,3029.18,1.0,0.0,0.0,0.0,0.0,5971.867077,,,,5971.867077,,,19059.390202,5971.867077,,,,,,
Femenino,55.0,[55 - 60>,Casado,ZONA 7,LIMA,LIMA,SANTIAGO DE SURCO,10.128767123287671,1436.73,1.0,0.0,0.0,1.0,0.0,636.173347,,,,636.173347,,,10417.351832,636.173347,,,,,,
Femenino,42.0,[40 - 45>,Soltero,ZONA 8,LIMA,LIMA,BARRANCO,10.128767123287671,2903.67,1.0,0.0,0.0,0.0,0.0,1480.942103,,,,1480.942103,,,19270.298047,1480.942103,,,,,,
Masculino,48.0,[45 - 50>,Divorciado,ZONA 6,LIMA,LIMA,SAN MIGUEL,10.123287671232877,3610.5,1.0,0.0,0.0,0.0,0.0,41947.430626,,,,5571.599862,19906.279547,16469.551216,36188.20829,5571.599862,,,19906.279547,,,16469.551216
Masculino,39.0,[35 - 40>,Casado,ZONA 8,LIMA,LIMA,SURQUILLO,10.12054794520548,4445.92,1.0,0.0,0.0,0.0,0.0,32976.125385,,,,14854.374785,669.472422,17452.278177,68141.038026,14854.374785,,669.472422,,,17452.278177,
Femenino,53.0,[50 - 55>,Soltero,ZONA 6,LIMA,LIMA,SAN MIGUEL,10.117808219178082,2610.66,1.0,0.0,0.0,1.0,0.0,15399.571771,,,,570.400822,,14829.170948,44948.800959,570.400822,,,,,,14829.170948
Masculino,56.0,[55 - 60>,Casado,ZONA 7,LIMA,LIMA,LA MOLINA,10.106849315068493,11416.74,1.0,0.0,0.0,0.0,0.0,2391.394313,,,,2391.394313,,,52929.085303,2391.394313,,,,,,
Masculino,40.0,[40 - 45>,Soltero,ZONA 7,LIMA,LIMA,SAN BORJA,10.106849315068493,1591.94,1.0,0.0,0.0,0.0,0.0,239.105858,,,,239.105858,,,7399.79445,239.105858,,,,,,
Femenino,49.0,[45 - 50>,Soltero,ZONA 5,LIMA,LIMA,EL AGUSTINO,10.09041095890411,1407.68,1.0,1.0,0.0,0.0,0.0,6460.983213,,,2331.73347,2289.653991,1839.595751,,7598.417266,4129.249743,,,,,,
Masculino,34.0,[30 - 35>,Soltero,ZONA 4,LIMA,LIMA,RIMAC,10.082191780821917,1176.94,1.0,0.0,0.0,0.0,0.0,1794.672833,,,,704.522096,1090.150736,,349.5889,84.457005,620.06509,1090.150736,,,,
Masculino,51.0,[50 - 55>,Soltero,ZONA 8,LIMA,LIMA,SURQUILLO,10.076712328767123,1610.4,1.0,0.0,0.0,1.0,1.0,96.59815,,,,96.59815,,,16974.991435,96.59815,,,,,,
Masculino,55.0,[55 - 60>,Soltero,ZONA 7,LIMA,LIMA,SAN ISIDRO,10.076712328767123,3912.0,1.0,0.0,0.0,0.0,0.0,1510.253511,,,,1510.253511,,,58526.396026,1510.253511,,,,,,
Masculino,53.0,[50 - 55>,Casado,ZONA NORTE,PIURA,PIURA,PIURA,10.076712328767123,1049.12,1.0,0.0,1.0,0.0,0.0,19701.109969,,,,,19701.109969,,0.342583,,13422.04522,6279.064748,,,,
Masculino,47.0,[45 - 50>,Casado,ZONA NORTE,LAMBAYEQUE,CHICLAYO,CHICLAYO,10.06027397260274,1540.48,1.0,0.0,0.0,0.0,0.0,232.881123,,,,232.881123,,,6389.174374,232.881123,,,,,,
Femenino,59.0,[55 - 60>,Soltero,ZONA 7,LIMA,LIMA,SANTIAGO DE SURCO,10.04931506849315,2891.35,1.0,0.0,0.0,0.0,0.0,40.835902,,,,40.835902,,,26085.255224,40.835902,,,,,,
Femenino,59.0,[55 - 60>,Casado,ZONA 7,LIMA,LIMA,SANTIAGO DE SURCO,10.04931506849315,2037.41,1.0,0.0,0.0,0.0,0.0,603.309352,,,,603.309352,,,17231.928742,603.309352,,,,,,
Femenino,45.0,[45 - 50>,Soltero,ZONA 10,CALLAO,CALLAO,CALLAO,10.043835616438356,1597.75,1.0,0.0,0.0,0.0,0.0,686.426858,,,,686.426858,,,35138.746145,686.426858,,,,,,
Femenino,34.0,[30 - 35>,Soltero,ZONA 7,LIMA,LIMA,SAN BORJA,10.043835616438356,1051.61,1.0,0.0,0.0,0.0,0.0,17.423775,,,,17.423775,,,102.774922,17.423775,,,,,,
Masculino,46.0,[45 - 50>,Conviviente,ZONA 3,LIMA,LIMA,SAN JUAN DE LURIGANCHO,10.04109589041096,1474.08,1.0,0.0,0.0,1.0,1.0,12179.318259,,9772.483727,,1902.165125,504.669407,,4454.92977,1902.165125,,504.669407,,,,
Femenino,53.0,[50 - 55>,Soltero,ZONA 7,LIMA,LIMA,SANTIAGO DE SURCO,10.027397260273972,1975.79,1.0,0.0,0.0,0.0,0.0,3748.033573,,,,3748.033573,,,11647.824597,3748.033573,,,,,,
Femenino,38.0,[35 - 40>,Soltero,ZONA 7,LIMA,LIMA,SANTIAGO DE SURCO,10.024657534246575,2139.32,1.0,0.0,0.0,0.0,0.0,156.957862,,,,156.957862,,,20607.266187,156.957862,,,,,,
Masculino,48.0,[45 - 50>,Soltero,ZONA 7,LIMA,LIMA,SAN BORJA,10.024657534246575,4060.5,1.0,0.0,0.0,0.0,0.0,2680.72285,,,,2680.72285,,,65912.983898,2680.72285,,,,,,
Masculino,47.0,[45 - 50>,Soltero,ZONA 6,LIMA,LIMA,PUEBLO LIBRE,10.021917808219179,2520.18,1.0,0.0,0.0,0.0,0.0,837.368961,,,,837.368961,,,24624.357656,837.368961,,,,,,
Femenino,48.0,[45 - 50>,Soltero,ZONA 7,LIMA,LIMA,SAN ISIDRO,10.01917808219178,1064.89,1.0,0.0,0.0,0.0,0.0,685.166152,,,,,685.166152,,,,,685.166152,,,,
Masculino,42.0,[40 - 45>,Soltero,ZONA 8,LIMA,LIMA,CHORRILLOS,10.01095890410959,2744.28,1.0,0.0,0.0,0.0,0.0,37853.600548,,,,110.791366,,37742.809181,11991.09284,110.791366,,,,,,37742.809181
